KHM,Quarter,mahieu,lat,lon,Quarter,DO,Temperature,pH,Salinity,NH3,PO4,BOD5,TSS,Coliform,Alkalinity,Transparency,H2S,COD,CN,As,Cd,Pb,Cu,Hg,Zn,Total_Cr,Alkalinity_source,Transparency_source
NB49,,NB49,473396,2308150,,6,,8.06,,,,,8.4,1,,,0.051803273875766075,,,0.0013,0.0001,0.0001,0.00015,0.0002,0.001,,,
NB50,,NB50,459059,2301554,,6.97,,8.14,,,,,9.2,1.5,,,0.037608983001711366,,,0.0017,0.0001,0.00045,0.00045,0.0006,0.001,,,
NB50,,NB50,459059,2301554,,6.68,,8.18,,,,,7.4,1.5,,,0.040990282624976816,,,0.0015,0.0001,0.00045,0.00045,0.0006,0.0056,,,
NB50,,NB50,459059,2301554,,6.45,,8.15,,,,,8.7,1.5,,,0.03805865919542954,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0084,,,
NB50,,NB50,459059,2301554,,6.44,,8.14,,,,,7.6,1.5,,,0.034795475401537365,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0093,,,
NB50,,NB50,459059,2301554,,6.35,,8.15,,,,,8.2,1.5,,,0.02529122573939099,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB50,,NB50,459059,2301554,,6.28,,8.12,,,,,8.2,1.5,,,0.03545624990917429,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0074,,,
NB50,,NB50,459059,2301554,,6.24,,8.1,,,,,8.2,1.5,,,0.028572812553654226,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB50,,NB50,459059,2301554,,6.2,,8.09,,,,,8.4,1.5,,,0.02379697862081087,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0087,,,
NB50,,NB50,459059,2301554,,6.38,,8.17,,,,,7.6,1.5,,,0.045084075584569075,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0098,,,
NB50,,NB50,459059,2301554,,6.35,,8.14,,,,,8.6,1.5,,,0.043164417537779845,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0085,,,
NB50,,NB50,459059,2301554,,6.28,,8.08,,,,,8.4,1.5,,,0.019589441462436633,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB50,,NB50,459059,2301554,,6.25,,8.06,,,,,7.8,1.5,,,0.035822970358121806,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0079,,,
NB50,,NB50,459059,2301554,,6.31,,8.14,,,,,7.4,1,,,0.0537458564585325,,,0.002,0.0001,0.0001,0.0016,0.0001,0.0106,,,
NB50,,NB50,459059,2301554,,6.29,,8.12,,,,,8.4,1,,,0.054998632834787085,,,0.0018,0.0001,0.0001,0.0014,0.0001,0.0089,,,
NB50,,NB50,459059,2301554,,6.34,,8.04,,,,,7.1,1,,,0.054336584430269896,,,0.0022,0.0001,0.0001,0.00015,0.0001,0.0085,,,
NB50,,NB50,459059,2301554,,6.32,,8.01,,,,,7.2,1,,,0.03798557339074192,,,0.0014,0.0001,0.0001,0.00015,0.0002,0.001,,,
NB51,,NB51,428888,2306441,,6.69,,8.04,,,,,6.7,1.5,,,0.027565476374700314,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0085,,,
NB51,,NB51,428888,2306441,,6.3,,8.17,,,,,4.2,1.5,,,0.025279562494230554,,,0.004,0.0001,0.00045,0.0022,0.00025,0.0202,,,
NB51,,NB51,428888,2306441,,6.86,,8.13,,,,,3.8,1.5,,,0.04244000290451436,,,0.0032,0.0001,0.00045,0.00045,0.00025,0.0141,,,
NB51,,NB51,428888,2306441,,6.33,,8.15,,,,,4.6,1.5,,,0.042977178829474515,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0245,,,
NB51,,NB51,428888,2306441,,6.38,,8.12,,,,,4.7,1.5,,,0.05974292380945488,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.007,,,
NB51,,NB51,428888,2306441,,6.3,,8.1,,,,,5.1,1.5,,,0.055817749198230154,,,0.0036,0.0001,0.00045,0.00045,0.00025,0.0174,,,
NB51,,NB51,428888,2306441,,6.26,,8.06,,,,,4.7,1.5,,,0.03569916760981241,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.014,,,
NB51,,NB51,428888,2306441,,6.2,,8.08,,,,,4.6,1.5,,,0.023849775606094074,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0143,,,
NB51,,NB51,428888,2306441,,6.33,,8.14,,,,,4.7,1.5,,,0.03335942314686311,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0125,,,
NB51,,NB51,428888,2306441,,6.22,,8.07,,,,,4.8,1.5,,,0.040523762729794854,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0133,,,
NB51,,NB51,428888,2306441,,6.18,,8.02,,,,,4.7,1.5,,,0.03480596217660278,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0134,,,
NB51,,NB51,428888,2306441,,6.25,,8.05,,,,,4.2,1.5,,,0.030370420132814505,,,0.0027,0.0001,0.00045,0.00045,0.00025,0.0091,,,
NB51,,NB51,428888,2306441,,6.24,,8.15,,,,,4.8,1,,,0.04105125205575721,,,0.0023,0.0001,0.0001,0.0005,0.0001,0.0088,,,
NB51,,NB51,428888,2306441,,6.18,,8.05,,,,,4.3,1,,,0.031195953405866835,,,0.002,0.0001,0.0001,0.0005,0.0001,0.0076,,,
NB51,,NB51,428888,2306441,,6.15,,8.01,,,,,4.8,1,,,0.029822704622137878,,,0.0038,0.0001,0.0001,0.0085,0.0001,0.0355,,,
NB51,,NB51,428888,2306441,,6.18,,8.09,,,,,3.8,1,,,0.04193270119505293,,,0.0035,0.0001,0.0001,0.0068,0.0001,0.0479,,,
NB52,,NB52,431758,2308114,,6.72,,8.15,,,,,8.6,1.5,,,0.03237137923074569,,,0.0009,0.0001,0.00045,0.00045,0.00025,0.0076,,,
NB52,,NB52,431758,2308114,,6.78,,8.13,,,,,6.2,1.5,,,0.040920713290084655,,,0.0042,0.0001,0.00045,0.00045,0.00025,0.013,,,
NB52,,NB52,431758,2308114,,6.63,,8.09,,,,,5.3,1.5,,,0.04135493721815123,,,0.0038,0.0001,0.00045,0.00045,0.00025,0.0095,,,
NB52,,NB52,431758,2308114,,6.68,,8.15,,,,,6.2,1.5,,,0.02477366027146144,,,0.0031,0.0001,0.00045,0.00045,0.00025,0.0157,,,
NB52,,NB52,431758,2308114,,6.45,,8.13,,,,,6.3,1.5,,,0.03145407325564065,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0085,,,
NB52,,NB52,431758,2308114,,6.38,,8.11,,,,,6.2,1.5,,,0.06,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0106,,,
NB52,,NB52,431758,2308114,,6.32,,8.04,,,,,6.6,1.5,,,0.024570950708429795,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0127,,,
NB52,,NB52,431758,2308114,,6.24,,8.07,,,,,6.2,1.5,,,0.01737978178827412,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0079,,,
NB52,,NB52,431758,2308114,,6.38,,8.17,,,,,5.8,1.5,,,0.019062741079072243,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0085,,,
NB52,,NB52,431758,2308114,,6.29,,8.09,,,,,4.8,1.5,,,0.037850737282396484,,,0.0027,0.0001,0.00045,0.00045,0.00025,0.0119,,,
NB52,,NB52,431758,2308114,,6.22,,8.06,,,,,5.6,1.5,,,0.03787555966392068,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0121,,,
NB52,,NB52,431758,2308114,,6.28,,8.08,,,,,5.1,1.5,,,0.03588896095251756,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0094,,,
NB52,,NB52,431758,2308114,,6.32,,8.15,,,,,5.4,1,,,0.058178733441004146,,,0.0019,0.0001,0.0001,0.0005,0.0001,0.009,,,
NB52,,NB52,431758,2308114,,6.2,,8.05,,,,,6.2,1,,,0.014204543313296058,,,0.0017,0.0001,0.0001,0.0005,0.0001,0.0078,,,
NB52,,NB52,431758,2308114,,6.19,,8.05,,,,,4.5,1,,,0.04323758642858075,,,0.0039,0.0001,0.0001,0.00015,0.0001,0.0137,,,
NB52,,NB52,431758,2308114,,6.21,,8.05,,,,,4.3,1,,,0.06,,,0.0037,0.0001,0.0001,0.0041,0.0002,0.0539,,,
NB53,,NB53,437380,2299562,,6.62,,8.12,,,,,5.5,1.5,,,0.02487855582857068,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0124,,,
NB53,,NB53,437380,2299562,,6.97,,8.2,,,,,4.7,1.5,,,0.0326329439580783,,,0.0031,0.0001,0.00045,0.00045,0.00025,0.0091,,,
NB53,,NB53,437380,2299562,,6.88,,8.22,,,,,5.6,1.5,,,0.028502487388276876,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0108,,,
NB53,,NB53,437380,2299562,,6.88,,8.16,,,,,6.4,1.5,,,0.027076902540515244,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.011,,,
NB53,,NB53,437380,2299562,,6.88,,8.19,,,,,6.2,1.5,,,0.0332729505744785,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0111,,,
NB53,,NB53,437380,2299562,,6.62,,8.16,,,,,6.3,1.5,,,0.06,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0073,,,
NB53,,NB53,437380,2299562,,6.62,,8.08,,,,,6.2,1.5,,,0.06,,,0.0026,0.0001,0.00045,0.00045,0.00025,0.0092,,,
NB53,,NB53,437380,2299562,,6.48,,8.1,,,,,6.2,1.5,,,0.03315635855106083,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0092,,,
NB53,,NB53,437380,2299562,,6.58,,8.16,,,,,5.7,1.5,,,0.06,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0077,,,
NB53,,NB53,437380,2299562,,6.15,,8.07,,,,,7.2,1.5,,,0.0379396254687803,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0095,,,
NB53,,NB53,437380,2299562,,6.5,,8.1,,,,,6.2,1.5,,,0.06,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0088,,,
NB53,,NB53,437380,2299562,,6.43,,8.08,,,,,6.8,1.5,,,0.036206860990746374,,,0.0031,0.0001,0.00045,0.00045,0.00025,0.0144,,,
NB53,,NB53,437380,2299562,,6.48,,8.14,,,,,5.8,1,,,0.03927666110683468,,,0.0027,0.0001,0.0001,0.0005,0.0001,0.0138,,,
NB53,,NB53,437380,2299562,,6.19,,8.05,,,,,7.2,1,,,0.04276249766149639,,,0.0022,0.0001,0.0001,0.0005,0.0001,0.0122,,,
NB53,,NB53,437380,2299562,,6.44,,8.07,,,,,6.1,1,,,0.06,,,0.004,0.0001,0.0001,0.00015,0.0001,0.0032,,,
NB53,,NB53,437380,2299562,,6.32,,8.04,,,,,4.6,1,,,0.05100287327462306,,,0.0039,0.0001,0.0001,0.0034,0.0001,0.0554,,,
NB54,,NB54,443343,2299151,,6.69,,8.01,,,,,4.8,1.5,,,0.028978146886786255,,,0.001,0.0001,0.00045,0.00045,0.00025,0.0052,,,
NB54,,NB54,443343,2299151,,6.99,,8.14,,,,,5.5,1.5,,,0.05322777183013487,,,0.0049,0.0001,0.00045,0.002,0.00025,0.0122,,,
NB54,,NB54,443343,2299151,,6.75,,8.05,,,,,5.2,200,,,0.03284639871285537,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0089,,,
NB54,,NB54,443343,2299151,,6.69,,8.11,,,,,5.7,1.5,,,0.03135713899505205,,,0.0036,0.0001,0.00045,0.00045,0.00025,0.0148,,,
NB54,,NB54,443343,2299151,,6.69,,8.11,,,,,5.6,1.5,,,0.052074343782243696,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0072,,,
NB54,,NB54,443343,2299151,,6.48,,8.1,,,,,5.2,1.5,,,0.03787787210401848,,,0.0027,0.0001,0.00045,0.00045,0.00025,0.0142,,,
NB54,,NB54,443343,2299151,,6.48,,8.07,,,,,6.3,1.5,,,0.041435598800382605,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0155,,,
NB54,,NB54,443343,2299151,,6.37,,8.07,,,,,6.1,1.5,,,0.037643646880630474,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0123,,,
NB54,,NB54,443343,2299151,,6.58,,8.1,,,,,5.6,1.5,,,0.04231669148841319,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0141,,,
NB54,,NB54,443343,2299151,,6.43,,8.09,,,,,4.2,1.5,,,0.04369532387158558,,,0.003,0.0001,0.00045,0.00045,0.00025,0.0136,,,
NB54,,NB54,443343,2299151,,6.34,,8.1,,,,,5.9,1.5,,,0.018550308799221718,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0148,,,
NB54,,NB54,443343,2299151,,6.28,,8.11,,,,,5.2,1.5,,,0.047697558681739784,,,0.0027,0.0001,0.00045,0.00045,0.00025,0.0123,,,
NB54,,NB54,443343,2299151,,6.47,,8.08,,,,,5.6,1,,,0.02622934697421908,,,0.0022,0.0001,0.0001,0.0005,0.0001,0.0118,,,
NB54,,NB54,443343,2299151,,6.35,,8.06,,,,,4.2,1,,,0.02219616529092662,,,0.0019,0.0001,0.0001,0.0005,0.0001,0.0104,,,
NB54,,NB54,443343,2299151,,6.39,,8.11,,,,,3.8,1,,,0.03666796547855926,,,0.0029,0.0001,0.0001,0.00015,0.0001,0.0111,,,
NB54,,NB54,443343,2299151,,6.2,,8.08,,,,,3.8,1,,,0.03861165164970477,,,0.0044,0.0001,0.0001,0.0042,0.0001,0.0559,,,
NB55,,NB55,446899,2306115,,6.73,,8.07,,,,,5.8,1.5,,,0.029123127700075344,,,0.0019,0.0001,0.0014,0.00045,0.00025,0.0143,,,
NB55,,NB55,446899,2306115,,6.86,,8.1,,,,,5.2,1.5,,,0.05062954234612242,,,0.0044,0.0001,0.00045,0.0027,0.00025,0.021,,,
NB55,,NB55,446899,2306115,,6.94,,8.16,,,,,6.1,1.5,,,0.02301711254043953,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0142,,,
NB55,,NB55,446899,2306115,,6.69,,8.11,,,,,6.3,1.5,,,0.03231329370513681,,,0.0032,0.0001,0.00045,0.00045,0.00025,0.0254,,,
NB55,,NB55,446899,2306115,,6.35,,8.08,,,,,6.4,1.5,,,0.030293622621758887,,,0.0022,0.0001,0.001,0.00045,0.00025,0.0121,,,
NB55,,NB55,446899,2306115,,6.28,,8.06,,,,,5.9,1.5,,,0.036825570794506594,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0126,,,
NB55,,NB55,446899,2306115,,6.21,,8.04,,,,,6.2,1.5,,,0.04143993326582864,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0106,,,
NB55,,NB55,446899,2306115,,6.15,,8.08,,,,,6.3,1.5,,,0.025984330261817713,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0111,,,
NB55,,NB55,446899,2306115,,6.31,,8.11,,,,,6.3,1.5,,,0.048706555472343344,,,0.001,0.0001,0.00045,0.00045,0.00025,0.0086,,,
NB55,,NB55,446899,2306115,,6.22,,8.09,,,,,5.7,1.5,,,0.0383189446125004,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0135,,,
NB55,,NB55,446899,2306115,,6.17,,8.01,,,,,6.1,1.5,,,0.018855732742034535,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0101,,,
NB55,,NB55,446899,2306115,,6.12,,8.02,,,,,4.8,1.5,,,0.018405370178992228,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0125,,,
NB55,,NB55,446899,2306115,,6.24,,8.1,,,,,4.9,1,,,0.03728617602392741,,,0.0018,0.0001,0.0001,0.0005,0.0001,0.012,,,
NB55,,NB55,446899,2306115,,6.14,,8.07,,,,,5.2,1,,,0.03456835932869324,,,0.0014,0.0001,0.0001,0.0005,0.0001,0.012,,,
NB55,,NB55,446899,2306115,,6.11,,8.03,,,,,7.2,1,,,0.03607417467214984,,,0.0043,0.0001,0.0001,0.00015,0.0001,0.0785,,,
NB55,,NB55,446899,2306115,,6.18,,8.02,,,,,4.5,1,,,0.03707493264453494,,,0.0034,0.0001,0.0001,0.0031,0.0004,0.0864,,,
NB56,,NB56,452834,2305453,,6.16,,8.01,,,,,5.1,1.5,,,0.040646373667943575,,,0.0007,0.0001,0.0012,0.00045,0.00025,0.0105,,,
NB56,,NB56,452834,2305453,,6.95,,8.15,,,,,3.6,1.5,,,0.05281718098701513,,,0.0049,0.0001,0.00045,0.0015,0.00025,0.0094,,,
NB56,,NB56,452834,2305453,,6.85,,8.18,,,,,3.8,1.5,,,0.02502950009016809,,,0.0034,0.0001,0.00045,0.00045,0.00025,0.0118,,,
NB56,,NB56,452834,2305453,,6.65,,8.09,,,,,4.5,1.5,,,0.02448294322884687,,,0.0036,0.0001,0.00045,0.00045,0.00025,0.0114,,,
NB56,,NB56,452834,2305453,,6.51,,8.07,,,,,4.5,1.5,,,0.02519145706181761,,,0.001,0.0001,0.0015,0.00045,0.00025,0.0119,,,
NB56,,NB56,452834,2305453,,6.41,,8.05,,,,,4.5,1.5,,,0.04159131344627534,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.0116,,,
NB56,,NB56,452834,2305453,,6.31,,8.03,,,,,4.7,1.5,,,0.058831457850017116,,,0.002,0.0001,0.00045,0.00045,0.00025,0.007,,,
NB56,,NB56,452834,2305453,,6.22,,8.1,,,,,4.7,1.5,,,0.03202860967764689,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0143,,,
NB56,,NB56,452834,2305453,,6.44,,8.1,,,,,4.2,1.5,,,0.015114254333502405,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0128,,,
NB56,,NB56,452834,2305453,,6.18,,8.03,,,,,7.6,1.5,,,0.02018609864370623,,,0.0023,0.0001,0.00045,0.00045,0.00025,0.0103,,,
NB56,,NB56,452834,2305453,,6.24,,8.01,,,,,5.1,1.5,,,0.027685811723529016,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0067,,,
NB56,,NB56,452834,2305453,,6.28,,8.03,,,,,4.2,1.5,,,0.03059338273545894,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0089,,,
NB56,,NB56,452834,2305453,,6.35,,8.11,,,,,3.5,1,,,0.032296362507542524,,,0.0019,0.0001,0.0001,0.0005,0.0001,0.0086,,,
NB56,,NB56,452834,2305453,,6.1,,8.05,,,,,7.5,1,,,0.03798099798821884,,,0.0017,0.0001,0.0001,0.0005,0.0001,0.0086,,,
NB56,,NB56,452834,2305453,,6.17,,8,,,,,4.3,1,,,0.03344860589629558,,,0.0032,0.0001,0.0001,0.00015,0.0001,0.0064,,,
NB56,,NB56,452834,2305453,,6.22,,8.03,,,,,3.7,1,,,0.05480179848414164,,,0.0019,0.0001,0.0001,0.00015,0.0002,0.0331,,,
NB57,,NB57,449812,2313052,,6.89,,8.01,,,,,5.1,1.5,,,0.02930846664576907,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0044,,,
NB57,,NB57,449812,2313052,,6.7,,8.19,,,,,5.1,1.5,,,0.02739330809479499,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0038,,,
NB57,,NB57,449812,2313052,,6.29,,8.12,,,,,5.3,1.5,,,0.044558190242540444,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0077,,,
NB57,,NB57,449812,2313052,,6.72,,8.16,,,,,5.7,1.5,,,0.02145721240477252,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.0089,,,
NB57,,NB57,449812,2313052,,6.46,,8.17,,,,,5.8,1.5,,,0.043139796456841295,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.0063,,,
NB57,,NB57,449812,2313052,,6.35,,8.13,,,,,5.4,1.5,,,0.03887264767647025,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0048,,,
NB57,,NB57,449812,2313052,,6.31,,8.11,,,,,5.6,1.5,,,0.035502701393230175,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0063,,,
NB57,,NB57,449812,2313052,,6.24,,8.09,,,,,5.5,1.5,,,0.06,,,0.0029,0.0001,0.00045,0.00045,0.00025,0.009,,,
NB57,,NB57,449812,2313052,,6.38,,8.19,,,,,5.8,1.5,,,0.02988614915460336,,,0.0025,0.0001,0.00045,0.00045,0.00025,0.0075,,,
NB57,,NB57,449812,2313052,,6.29,,8.1,,,,,5.4,1.5,,,0.06,,,0.002,0.0001,0.00045,0.00045,0.00025,0.0061,,,
NB57,,NB57,449812,2313052,,6.28,,8.09,,,,,5.2,1.5,,,0.03451242826311587,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0084,,,
NB57,,NB57,449812,2313052,,6.32,,8.1,,,,,4.7,1.5,,,0.023567609314271248,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0077,,,
NB57,,NB57,449812,2313052,,6.31,,8.17,,,,,5.4,1,,,0.03841521186070175,,,0.0016,0.0001,0.0001,0.00015,0.0001,0.0096,,,
NB57,,NB57,449812,2313052,,6.23,,8.12,,,,,5.4,1,,,0.02534800302553341,,,0.0017,0.0001,0.0001,0.00015,0.0001,0.0081,,,
NB57,,NB57,449812,2313052,,6.2,,8.1,,,,,5.2,1,,,0.028514235445359967,,,0.0037,0.0001,0.0001,0.00015,0.0001,0.0187,,,
NB57,,NB57,449812,2313052,,6.24,,8.06,,,,,4.6,1,,,0.04325483300168555,,,0.0017,0.0001,0.0001,0.00015,0.0001,0.001,,,
NB58,,NB58,458021,2319421,,6.83,,8.1,,,,,4.1,1.5,,,0.04581539166491956,,,0.0007,0.0001,0.0023,0.00045,0.00025,0.001,,,
NB58,,NB58,458021,2319421,,6.88,,8.12,,,,,4.3,1.5,,,0.029886580023320636,,,0.0011,0.0003,0.00045,0.00045,0.00025,0.0058,,,
NB58,,NB58,458021,2319421,,6.44,,8.04,,,,,3.9,1.5,,,0.05358436038587472,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0117,,,
NB58,,NB58,458021,2319421,,6.42,,8.13,,,,,4.3,1.5,,,0.05699476020431102,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0067,,,
NB58,,NB58,458021,2319421,,6.28,,8.11,,,,,4.2,1.5,,,0.06,,,0.0009,0.0001,0.0015,0.00045,0.00025,0.0044,,,
NB58,,NB58,458021,2319421,,6.2,,8.1,,,,,4.4,1.5,,,0.04538255645459949,,,0.0016,0.0002,0.00045,0.00045,0.00025,0.0089,,,
NB58,,NB58,458021,2319421,,6.16,,8.07,,,,,4.8,1.5,,,0.06,,,0.0011,0.0001,0.0015,0.00045,0.00025,0.0044,,,
NB58,,NB58,458021,2319421,,6.07,,8.05,,,,,4.8,1.5,,,0.018932134064190236,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0108,,,
NB58,,NB58,458021,2319421,,6.22,,8.12,,,,,3.3,1.5,,,0.03337394763197228,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0126,,,
NB58,,NB58,458021,2319421,,6.16,,8.13,,,,,4.5,1.5,,,0.027346772344594233,,,0.0019,0.0002,0.00045,0.00045,0.00025,0.0099,,,
NB58,,NB58,458021,2319421,,6.1,,8.05,,,,,4.1,1.5,,,0.03910845229922994,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0067,,,
NB58,,NB58,458021,2319421,,6.14,,8.07,,,,,3.8,1.5,,,0.030441502667581208,,,0.0017,0.0002,0.00045,0.00045,0.00025,0.0106,,,
NB58,,NB58,458021,2319421,,6.13,,8.13,,,,,<3,1,,,0.03526250028001899,,,0.0017,0.0001,0.0001,0.00015,0.0001,0.0127,,,
NB58,,NB58,458021,2319421,,6.08,,8.09,,,,,4.5,1,,,0.06,,,0.002,0.0001,0.0001,0.00015,0.0001,0.0107,,,
NB58,,NB58,458021,2319421,,6.19,,8.01,,,,,4.7,1,,,0.0352169689996441,,,0.0024,0.0001,0.0001,0.00015,0.0001,0.0079,,,
NB58,,NB58,458021,2319421,,6.05,,8.04,,,,,<3,1,,,0.04351858322672533,,,0.0016,0.0001,0.0001,0.00015,0.0001,0.001,,,
NB59,,NB59,469833,2322828,,6.59,,8.04,,,,,3.7,1.5,,,0.03442693193175707,,,0.0008,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB59,,NB59,469833,2322828,,6.8,,8.05,,,,,4.1,1.5,,,0.03849602930637769,,,0.0013,0.0001,0.00045,0.00045,0.00025,0.0106,,,
NB59,,NB59,469833,2322828,,6.66,,8.02,,,,,4.1,1.5,,,0.03753499632526606,,,0.0012,0.0001,0.00045,0.00045,0.00025,0.0089,,,
NB59,,NB59,469833,2322828,,6.29,,8.04,,,,,4.5,1.5,,,0.044067119113901224,,,0.0014,0.0001,0.00045,0.00045,0.00025,0.0106,,,
NB59,,NB59,469833,2322828,,6.21,,8.06,,,,,4.1,1.5,,,0.05715624088998385,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB59,,NB59,469833,2322828,,6.12,,8.04,,,,,4.8,1.5,,,0.06,,,0.0022,0.0001,0.00045,0.00045,0.00025,0.005,,,
NB59,,NB59,469833,2322828,,6.07,,8.05,,,,,4.5,1.5,,,0.04190483348950642,,,0.0018,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB59,,NB59,469833,2322828,,6.01,,8.02,,,,,4.7,1.5,,,0.046383338138494365,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.009,,,
NB59,,NB59,469833,2322828,,6.26,,8.09,,,,,4.2,1.5,,,0.02467111062998154,,,0.0019,0.0001,0.00045,0.00045,0.00025,0.0069,,,
NB59,,NB59,469833,2322828,,6.08,,8.01,,,,,5.1,1.5,,,0.036278139568288056,,,0.0024,0.0001,0.00045,0.00045,0.00025,0.0039,,,
NB59,,NB59,469833,2322828,,6.13,,8.06,,,,,4.5,1.5,,,0.05267635885661808,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.001,,,
NB59,,NB59,469833,2322828,,6.1,,8.07,,,,,4.3,1.5,,,0.05127524204092827,,,0.0028,0.0001,0.00045,0.00045,0.00025,0.0056,,,
NB59,,NB59,469833,2322828,,6.18,,8.07,,,,,3.7,1,,,0.04044121497506089,,,0.0019,0.0001,0.0001,0.0022,0.0001,0.0093,,,
NB59,,NB59,469833,2322828,,6,,8,,,,,4.3,1,,,0.051656549563868476,,,0.0016,0.0001,0.0001,0.0012,0.0001,0.0079,,,
NB59,,NB59,469833,2322828,,6.12,,8.05,,,,,4.5,1,,,0.04475079989386176,,,0.0019,0.0001,0.0001,0.00015,0.0001,0.0659,,,
NB59,,NB59,469833,2322828,,6.14,,8.09,,,,,3.4,1,,,0.05788647890384313,,,0.0011,0.0001,0.0001,0.00015,0.0002,0.0381,,,
NB60,,NB60,480158,2319552,,7.93,,7.68,,,,,3.2,1.5,,,0.041597989651408734,,,0.0016,0.0001,0.00045,0.00045,0.00025,0.0039,,,
NB60,,NB60,480158,2319552,,6.77,,8.1,,,,,3.8,1.5,,,0.03291956641362823,,,0.0017,0.0001,0.00045,0.00045,0.00025,0.0066,,,
NB60,,NB60,480158,2319552,,6.01,,8.05,,,,,3.1,1.5,,,0.042305305524067006,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0081,,,
NB60,,NB60,480158,2319552,,6.69,,8.12,,,,,3.2,1.5,,,0.012936637819096276,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0059,,,
NB60,,NB60,480158,2319552,,6.38,,8.1,,,,,4.2,1.5,,,0.043033426003498056,,,0.0021,0.0001,0.00045,0.00045,0.00025,0.0084,,,
NB60,,NB60,480158,2319552,,6.24,,8.07,,,,,4.6,1.5,,,0.009971049763016455,,,0.0015,0.0001,0.00045,0.00045,0.00025,0.0139,,,
